INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(6,'Alison Bode','Neighbor','(272) 395-9463', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(33,'Yessenia O'Reilly','Daughter','525-172-6525 x46248', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(34,'Rosanna Keeling','Partner','152-342-4412 x88420', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(35,'Bobbie Baumbach','Partner','647.308.3647', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(36,'Raina Mosciski','Parent','726.275.0065', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(37,'Terry Rosenbaum','Son','(524) 545-7280', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(38,'Callie Haley','Son','490.662.9304 x27327', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(39,'Griffin Halvorson','Mother','(238) 771-7162', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(40,'Yadira Gulgowski','Son','(372) 787-6020 x6699', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(41,'Mark Schmeler','Partner','191-758-8196 x10678', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(42,'Uriah Terry','Partner','115-945-8765 x924', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(43,'Josephine Grimes','Father','(890) 616-3536', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(44,'Samir DuBuque','Mother','681.462.4773', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(45,'Jena Goldner','Father','464-063-0035 x37304', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(46,'Renee Toy','Father','(474) 476-2441 x0669', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(47,'Jevon Armstrong','Son','133.280.1179 x2274', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(48,'Kip Corwin','Father','455-606-7928 x1755', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(49,'Jerald Hegmann','Daughter','467.797.5486 x2025', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(50,'Toy Lemke','Friend','(640) 704-5085 x934', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(51,'Hillard Labadie','Spouse','612-342-1947 x079', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(52,'Earl Barrows','Mother','466.922.8625 x01833', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(53,'Aric Denesik','Mother','296-256-5163', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(54,'Adelbert Osinski','Daughter','1-363-713-5279 x57070', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(55,'Danny Crona','Father','(438) 869-4624', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(56,'Jewel Lemke','Neighbor','1-909-371-3067', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(57,'Kay Terry','Friend','1-641-038-2214 x4574', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(58,'Merlin Sawayn','Parent','404-963-5081 x741', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(59,'Bartholome Schimmel','Mother','531.953.9373 x63466', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(60,'Grady Quigley','Father','677-697-8828 x69376', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(61,'Elise Muller','Friend','671-990-5735 x6828', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(62,'Mariam Hand','Father','424-268-3697 x10791', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(63,'Ursula Hilll','Father','570-641-8069 x764', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(64,'Bonnie Padberg','Spouse','166.984.6811', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(65,'Mustafa Bins','Mother','958-075-1962', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(66,'Judson Hilpert','Daughter','(728) 947-2213', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(67,'Elsie Swaniawski','Daughter','286-524-7746 x85001', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(68,'Lily Halvorson','Spouse','(136) 963-8531 x83935', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(69,'Ambrose Ankunding','Mother','1-573-479-8094', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(70,'Zula Champlin','Friend','892.503.2198', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(71,'Casimer Ziemann','Daughter','(515) 839-3649', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(72,'Jessyca McClure','Partner','(568) 666-9346 x95902', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(73,'Giovani VonRueden','Mother','188.006.4488 x6056', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(74,'Joey Mayer','Son','844-645-4868 x6750', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(75,'Clemmie Cronin','Mother','335-017-5416', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(76,'Kenton Simonis','Daughter','756.797.2210 x604', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(77,'Connie Botsford','Friend','495.606.0580', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(78,'Marc Prosacco','Parent','143.862.0356', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(79,'Misty Mann','Father','(172) 549-0870 x05651', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(80,'Gust Hauck','Parent','1-114-799-5653 x5896', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(81,'Marjolaine Swaniawski','Daughter','1-351-792-2430 x7274', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(82,'Crystal Hackett','Father','479-563-3119 x788', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(83,'Fredy Kovacek','Mother','598-410-9886 x382', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(84,'Mary Stokes','Daughter','780.266.7806 x1258', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(85,'Abby McClure','Mother','434.713.3108 x4860', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(86,'Glenda Beahan','Neighbor','685-281-0955', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(87,'Janessa Jaskolski','Father','203-790-1207 x33850', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(88,'Josie Cormier','Son','550.747.6803', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(89,'Vicente Koepp','Partner','1-646-774-8624', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(90,'Noble Blick','Spouse','725.277.6255', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(91,'Tiara D\'Amore','Mother','145-937-1739 x75402', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(92,'Name Cronin','Friend','(352) 571-6811', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(93,'Rozella Schaden','Parent','782.994.8746', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(94,'Malinda Considine','Neighbor','(333) 276-5705 x64035', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(95,'Isom Kihn','Spouse','338.226.1070 x4175', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(96,'Kraig Abernathy','Parent','1-698-905-3893 x003', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(97,'Lisette Ondricka','Daughter','(797) 157-4264', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(98,'Alf Kemmer','Son','121.708.0497', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(99,'Ona Beier','Spouse','(996) 875-9519', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(100,'Marina Hoppe','Neighbor','(335) 689-2556', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(101,'Cheyanne Champlin','Neighbor','(156) 001-4471', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(102,'Maurice O\'Keefe','Friend','448.078.0630 x277', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(103,'Jayden Medhurst','Son','1-303-348-8545', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(104,'Melvina Feeney','Neighbor','(756) 219-5271', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(105,'Stella Treutel','Son','962-594-4569 x1841', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(106,'Myrna Hartmann','Partner','(267) 262-0645 x3417', NOW(),NOW());
INSERT INTO emergency_contacts (employee_id, name, relationship, phone_number, created_at, updated_at) VALUES(107,'Mario Predovic','Partner','(984) 833-3016', NOW(),NOW());

